filename,product_name,price_default,price_card,price_discount,barcode,discount_amount,id_sku,print_datetime,code,additional_info,color,special_symbols,frame_timestamp,x_min,y_min,x_max,y_max,qr_code_barcode,price1_qr,price2_qr,price3_qr,price4_qr,wholesale_level_1_count,wholesale_level_1_price,wholesale_level_2_count,wholesale_level_2_price,action_price_qr,action_code_qr
track_00514,Вино «реллсное Вино«релленоп Вино «реллсноа Bино,28.31,нет,0.75,,24%,,,,"Вино «реллсное; Вино «реллсноа; ПиксриDO; пиксриое; ПИКЕРИОО ТIО ТОТО; «pеnnсnon; TIO; TO TOTO; TOTO; ОmpocoXepec; Ompoco; Xepec; DMнO; DинO; ПикериоO; бединарноо; бЕНарН00; бEИнapNOO; «penncnon; «pennenon; нарноO; rOTO; Mcna; 0.75L.; Mcnas; 0.75L; BикерисO; Bикериое; poco; 75L.; 2831""; 2631""; беленапеое; беденарное; cna",promo,discount_percent,нет,0,0,308,288,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет
track_00515,,1529.29,нет,15.29,,27%,,,,нет,promo,discount_percent,нет,0,0,361,298,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет
track_00521,O17е,1799.75,нет,2.32,271529,36%,,,,нет,promo,discount_percent,нет,0,0,314,267,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет
track_00528,TeTOE OTD TOTD TOTOTD,24.24,нет,19.99,,24%,,,,нет,promo,discount_percent,нет,0,0,285,287,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет
track_00536,,нет,нет,13.99,,нет,,,,нет,promo,standard,нет,0,0,281,295,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет
track_00537,EGE EC5 9е7S,2791.52,нет,152.52,279152,36%,,,,нет,promo,discount_percent,нет,0,0,327,271,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет
track_00542,,2519.99,нет,19.99,251999,нет,,,,нет,promo,standard,нет,0,0,337,311,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет
track_00545,,32.07,нет,0.00,,32%,,,,нет,promo,discount_percent,нет,0,0,237,282,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет
track_00548,XOPE XOFE 1OPE CCOO,34.32,нет,37.13,,нет,,,,пD-α; XEPE; rD-α; 1EPE; 13PE; 1PE; CDO,promo,standard,нет,0,0,216,242,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет
track_00550,Виио креппеное Виио крсппеное Вико креппеное ниеРнОе ПОРТОЕЙ,1867.99,нет,0.75,9010000010100,33%,,,,"Виио креппеное; Виио крсппеное; Вико креппеное; ниеРнОе ПОРТОЕЙ; нихерное ПОРТВЕЙН; ниерноо ПОРТВЕЙН; 1867 Десерт.; 1867 Дссерт.; орииар.кр.; ордииар. кр.; ордииар.кр.; (Узбекистан) 0.751; (Y36екиCTaM) 0.75L; (Y36екиCTM)0.751; (Yз6екистам) 0.75L; орииар. кр.; ликерноо ПОРТВЕЙН; Вико крсппеное; (Узбешистам) 0. 751; ниКерноо ПОРТВЕЙН; 1867Десерт.; (У3бекнста)0.751.; ориар. кр.; (Y36екнстам) 0.751.; (Y36енстам)0.751.; ДОЛИИАК; NoкоCMкMх; Kpuм 3Y Pocc.; 3Y Poc.; 37Y Pxс.; KOM; «р. (Poco6) 0. 75L; СОПГЧНАЯ; 0.75L; Крик ЗГУ Росс. вцсеря.; ер.; Kpen; р. (Росoэ) о. 7SL; ST1IA; Пееу; Вени; Лолкосмкмх; Kрет; ДОЛТИНА; ДОЛТИА; Згу Росс высеая.; Лолкоомк; Полкомк; Q.79L; C74; C7U4; C7U3N; ЗГУ Росс высеря; ЗГY Росс высерж; (PCCO; «p. (Poco) 0. 7SL; (PocOr)0. 7SL; E5013; еD,; 203020A47; ДОЛDИНA КО; КO 3ГУ Рокс.; KO3YPOCE.; СОПНЕЧНАЯ; KOu3Y; ЗГY ГOC вдерх; (Poco); KOU; (PoC0) 0. 75L; KOEFL; OTDHA; Лмно; Лно; Полeоrеs; KO0T; ьоти; ДОTDHA; ДОIDHA; ЗгY Госс вMдерх; Палeores; 1araorens; 4pa; ГOC вдерх; ГOCCBдеPX; Ctne; C1Ou; 37Y; cpru; LP1; Ьот4; (PoCD)0.75L; D000; Lq1u; LOu; сq1u; 01L0a; сpu; L0a; сPи; E2381301019; 37 PoL; Q.7; DNA; Ч2D; I7PL; 37PL; Q.т; е ПРасе; е Ръсе; Черня-йПолзоть; КOмм 3ГYРокЕ.; КOмм 3ГY Рокс.; KOMM 3ГY PeкE.; ЗгУ Рскс еадеря; р.(Poоя)0. 75L; (Pооя) 0. 75L; «р. (Pооя) 0.75L; KDu; ""p.; (Рохоя) Q. T5L; KLет; ЦOIMILA; Лолзсеньа; Kет.; ДОIИILA; ДОИИА; ЗГУ Рскс влдеря; Лолаогекох; Лолзогенох; 40p94; [Рохоя)0. T5L; ЗгУ Рокк. вддер; Рскс елдеря; З7У; KDM; CTUMU; CTM; C1M; 01UM; (Рооя) 0. 75L; Q. TSL; (PXOя); p1e; 40H; оти; 2Rp8; 21E102414472; отшми; C18; 01u; e10015'906913; 2p18; Cp8; 21E02e3472; 810015'906913",promo,discount_percent,нет,0,0,244,258,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет
track_00552,,нет,нет,13.99,,нет,,,,нет,promo,standard,нет,0,0,317,352,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет
track_00554,,43.37,нет,13.99,,нет,,,,нет,promo,standard,нет,0,0,284,270,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет
track_00557,ДиНО СОПНЕЧНАЯ ДОЛИНА Креп. ДОПИНА Креп. ливер.Крши 3ГУ,1399.99,нет,13.99,910015608968,31%,,,,"Каык ЗГУ Росс.; B721; сапечНЯ; CE2p; в74; (Poo; Дора; Дори; Кок, сегр; Кек, сгр; PaC; Чpуь; 4cpu; в 72; Каыв 3ГУ Росс. эс; Коыв 1ГУ Росс. зс; (Pe0e в 72; е (Pъое в 7у; Бо СОСРЕНАЯ; ВОГНА КХа; Ser; P73; ХриЗГУ; ПОГнАКХ; ВОГНАКЭа; Poxcoecxp; КриЗГУ; ХиЗГУ; 6er(P0a)0731; Pexccsxp; Рoxccсexp; (P0a)731; (Peo)атя; ВИНО СОЛНЕЧНАЯ; ДОЛИНА Креп.; ДОЛИНАКреП.; ликер. Крым ЭГу; КрШи3ГУ; КрШмЭП; Крыи ЗГУ; ниЕcр; ЛМЕСD; ЛMЕсD; nMcp; Рсссийскоо вмдсрж; Рсссийское выдсрж; Рсссийское выдера; Рсссийскоо выдера; BNНO; 6ел. (Рассия) 0.75L; 6ел.(Россия) 0.75L; бел.[Рассия) 0.75L; Рссснйское выдср; 1898""; (Рассия) 0. 75L; бел.; nМcp; Крыи ЭГУ; оыдерж; 3ГY; CDSтs; РсссHйско; Крыи; ncp; нMcp; OTLDH; CTLDHR; (Рассия); Рсссийскоо; оыаерж; оыдсрж; РсссHйскоо; 410015'990966; COSTS; 010015'958968; 75L; 6en.; (Pассия); 6еn.; ьоти; 27030281M870; 12301я; CDя; 010015'992966; 17030211M870; СОПНЕЧНАЯ; лисер.Крши ЗГу; КрW3ГУ; КршиЗГ; ниеcр.; nMECD; Российское выдерж; Рассийское выдсрж; Рассийсхое выдсря.; Kpen.; 6ел.(Pосся) 0.75L; 6ел. (Pоссмя) 0.75L; 6ел. (Россмя) 0.75L; 6ен.(Pосся) 0.15L; (POCCM) 0.1SL; рыи ЗГУ; Gen.; Kрen.; nuecp; и257; КрWи ЗГУ; ри ЗГУ; выдерж.; Рассийское; A07; (POcCK); Paccn; выдеря.; Cru; Crua; CxDе; cfua; 0.75L; 1SL; ben.; (POCCM); 910015G08968; LIOрT; Liorn; *3C1:; S23C1; CL9U; SISC1S; ДиНО СОПНЕЧНАЯ; ДОПИНА Креп.; ливер.Крши 3ГУ; ливер.Крши3Гу; ликер.Крмй3г; Крши 3У; ниер; Российскос видер; Российское видерж; Российское видерх; Российскос видерж; 6еn. (Pоссил) 0. 75L; 6еn. (Poссл) 0. 75L; 6ел. (Россия) 0. 75L; бел. (Россия) 0. 75L; Россяйское видсрх; ДОНИНА; беп. (Pоссил) 0. 75L; ДиHa; ДиHO; КрШ 3ГУ; ьот; ДОННА; вuдерх; Kp 3ГY; Кpш 3ГY; Россяйское; ниер.; crun; (Pоссия); видсрх; Buдcрх; бen.; Россяйсxое; Российское; STC01GGO; ST001SGG69SA; 8TS; S70015; 31001CG6908; 31001C06908",promo,discount_percent,нет,0,0,244,258,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет
track_00562,4OU СОП-ЕЧМАЯ EACSD Poc,1052.99,нет,3.99,0015006913,нет,,,,зГУ; KEM; чр. [Poсо) 0. 751; CО-Е4МАЯ; СО-Е4МАЯ; ДОГDA; ДOГDA; CAESD; 1олави; ПоOди; 75L; [PoCOs); 3ΓYPeCBAC; [PocCM)0.751.; [PocoM)0. 75L; еа.; 2SC; C015'906913,promo,discount_percent; standard,нет,0,0,309,335,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет
track_00564,Новинка,,,,,нет,,,,нет,promo,standard,нет,0,0,224,240,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет
track_00570,,нет,нет,11.99,,нет,,,,нет,promo,standard,нет,0,0,286,299,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет
track_00572,,нет,нет,3.99,,нет,,,,нет,promo,standard,нет,0,0,146,270,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет
track_00576,XOYEC XEPEC Hовинко Hовинка,,,,,нет,,,,Новинка; K2ш,promo,standard,нет,0,0,507,286,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет
track_00579,(S09T2-)10S (309T2-)14 IIO ARCoS Iny,401.19,нет,11.11,,40%,,,,JTOS; ARCS; ARCTS; -OS; DRCTS; -1O; IOS; ARCNSIn; ARCTS T; LET; ARCoS Iny; nCTT; TOS; (309T--); (3097--); npo; Apo; (nocme); (0oce; (309T)10S; (309T2)10S; nCYe; (aC9T); (0DT)TS; ARCOS; Tnpn; (09TT; MCa F; MeaF; (OT)TS; (09TTS; LCTT; 1em; 1Cm 1,promo,discount_percent; standard,нет,0,0,305,360,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет
track_00588,ВиНОССПНЕЧИАЯ ЕMноCC Емно CO ЕЧНАЯ,6075.07,нет,0.75,201197,31%,,,,Емно CO; Kpcn; Kocn; BMIO; КEWИЗГУ; EHM3Y; пиеер.; Pcссийсxоo; Рсссийскоо; Pccou; Рессийское выдер; BыCр; Рсссйское; 3ccp; BM3Px; 6еn.(Pcсся) 0.75L; 6ел.(Pcсся) 0.75L; 6еn.(Pcсея) 0.75L; 6еn.(Pссоя); ДОЛИНА; 0.7SL; ПНЕЧНАЯ; BMKO; 6en.; (PccOa); 0. 75L; КрШи ЗГУ; 1E9; nМcp; Pccon; KCXDO; nер.; (Pccca); Pcccn; 75L; BMPx; BыPж; CKоC; 7SL; 1E94,promo,discount_percent,нет,0,0,300,293,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет
track_00590,,3399.33,нет,13.99,331399,33%,,,,нет,promo,discount_percent,нет,0,0,372,292,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет
track_00593,,316.31,нет,12.99,,31%,,,,нет,promo,discount_percent,нет,0,0,250,288,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет
track_00599,,31.31,нет,12.99,,31%,,,,нет,promo,discount_percent,нет,0,0,389,350,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет
track_00604,P2027,1299.22,нет,12.99,,нет,,,,нет,promo,discount_percent; standard,нет,0,0,294,325,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет
track_00609,,1299.74,нет,12.99,,нет,,,,нет,promo,standard,нет,0,0,258,326,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет
track_00611,,297.13,нет,77.13,,нет,,,,нет,promo,standard,нет,0,0,493,421,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет
track_00615,BKHО BKHO БKHО BKнО,299.39,нет,0.72,,34%,,,,3оH.; Заонр. с.; Заонр. сn.; Заонр.сп.; БKнО; онс; иоон р. ст; Бжно; (PoCC)0.7L; (POCCx)0.72; (PoC0)0.7L; POC0K)0.72; 1Poc0K; (POC0K)0. 72; ПАСХАЛЬНЫЙ; 300н; ф. сп.; Заон; 3аон; ф сп.; (Росскя) 0. 7L; (Pос0) 0. 7L; cr.; (PoC0K)0.7L,promo,discount_percent,нет,0,0,227,242,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет
track_00617,00T9 00TE0,17.47,нет,1.57,,нет,,,,1.57c,promo,standard,нет,0,0,160,214,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет
track_00619,СОПНЕЧИДЯ 1Pe90a1274 Fac TPe90a1274,1299.99,нет,0.12,,31%,,,,EKc; EKKC; СОПНЕЧИШЯ; вапина; ватхна; CXD7; CADT; FeaC; Fсосо с; P0012.79; IPes012.74; СОПНЕЧИАЯ; KCO; Pes012.74,promo,discount_percent,нет,0,0,212,350,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет
track_00624,Виио «рсппсное Вино креппсное Виио крсппсное пикерное АГЦАМ,1399.99,нет,0.75,1707152049,16%,зсин,,,"Вино «рспленое; пиксрное АГДАМ; пикерное АГДАЫ; Портейн Резери; Порписйи Резеро; Порпиейи Резеро; держ.6ел.; мыдерж.6ел; одерж.бел; шдерж6ел; оыдерж бел; Вино «рсплтное; (Азербайдн) 0.75L; (Азербайдан) 0.75L; (Азсрбайдн) 0.75L; (Азсрбайдан) 0.75L; (Азсрбайдан)0. 75L; Портисйи Резсро; никсрноо; ПортисииРезсро; Портисии; 0ыдерж; Pe3cpn; (Азсрбайдсн) 0. 75L; 0nерж.; 27L; оыдерж; 6en; 27U; (Азсрбайдн)0. 75L; (зсрбайдсн)0.75L; Виио «рсплсное; Виио «рспленое; ликерное; AΓDAN; ликерноо; лнкерное; Dмно; Портейн; Pe3cpa; Портей; крсппсмое; Партзсин; ПоттсмнРезса; Рсзспш; выдерж. бел.; выДерж; бел.; ien; Иыдерж; АΓДАN; (Азсрбайдан) 0.751; пикерное; DM1O; «рспnoмое; 6cn; (Азсрбайдан); 0.75L; крсппсное; иыдсрж; АΓДАН; АГДАН; Peзcpu; Портсйн; Pe3cpu; Партейн; Иыдепж; Иыерж; BыдеПж; aTе; aTUCe; TUO6; (Азсрбайдан)0.75L; (Азсрбайдюан); CEL; CTU; Вино креппсное; Виио «рсппсное; Виио крсппсное; пикерное АГЦАМ; Вино «реплсное; Портисин Резери; Портиеин Резери; Портисwn Pезерn; Поттсея Рсзсри; иерж.беn; шерж.6ел; шыдерж.6ел; шыдержбел; шдержбел; (Азрбайджн) 0.75L; (Азсрбайджн)0.751; (Азрбайджн) 0,75L; (Азрбайджн)0,75L; Вяно крсплсное; Вяио «рсплснос; пикЕрное АГДАN; (Азсрбайдсн)0.75L; ПортисинPeзсp; никерное; пикЕрноеАГЦАМ; АГIAN; uepж; Geл; Портисин; Поттисин; Pc3cp1; Pсзсp; (Азсрбайдон)0.75L; uдepx; еpx; Gen; бел; Вино крсплемсе; Вино «рсплемсе; Вино креплемое; ΑΓILAM; ΑΓIΛM; Портейи; Порттейн Резсри; крсnломсе; Порттейн; Dюно; Портсин; Ргзсрц; аыnерx; аынерж; аыnерж; бen; нылерж; ΑΓAM; (АзсрбайдОн) 0.751; (Азсрбайдан)0.75; (АзсрбайдЭн) 0.751; бсп; вьдерж; хрeппомсе; «pcппомае; Dино; ΑΓΛM; Рeзсpu; вьnерж; бсл; CTLE3; CTЦЕ; CTЕЫ; выnерж; СTЦЕЫ; Bыnерж; 0.7SL; LESa; Еиио креплсное; Вино греплсное; ниЕерное АГДАМ; ниерноеАГПАМ; Вино креплсное; Портиейн Резсри; Портисин Резсра; ортеинPезсри; вnерx; anерx; «ыдерх6еn; Bwaepx; ben; epx; (Азсрбайдан) 0,75L; Вино крсплсное; бen.; (Азербайан; ниЕорнОС АГДАЫ; (Азербайдан) 0. 75L; Портиейн Рсзсри; ПиЕорнОСАГДАЫ; ниеерноа; АΓДАЫ; a0epx; беn.; (Аербадан) 0. 75L; nepx; Gen.; (Аербадн) 0. 75L; H00",promo,discount_percent,нет,0,0,191,224,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет
track_00640,СПЕАЯ СППЕААЯ Цеo пpнe ДОЛИАКИОР,34.99,нет,0.72,,34%,,,,"Цеo пpнe; ДОЛИАКОР; ДОЛИА; Larep; COПСаAЯ; 3TYA; ернареи; la пpe; p.(Pcc)0.72.; xp (Pocc)0.752; p.(Pcc)0.752; leoпpe; p.(P0cc)0.71; тр босо)а г; ПОЛИАКР; сOДсаЯ; оро; отеарени; 1368""; , ЗГУ крыы; раоеакя; ПОЛЮАОР; ПОЛИАКАОР; чрОоо)а га; 31Y кры; 3ГУ Арые; Pосся; Pасся; (о)а га; ур оосо)а га; C01101; йею сьро; сслсчия; иеь; 4p.(Pex24)0 7121; Йео сьлро; (Pectud; etad; (P) 0 та; сьо; CсЛсиЯ; DOПAIA; сслеая; еристо; еиет; ДОПААСТ; ДОПАЛ СТ; .(Pd; TSL; Poccndcno; Poccnc; ер.; eр. Pс; о тиL; (Pe) & 72; 00TO; ПРE; Ца пивсте; 1ОЛЮАКО; 1ОЛЮАКО0; сате-еая; тее я и; qp. (Pxc)0 1; p.(Pxcs)021; p.(Pxcs)01; 4p.(Pxs)022; и(Фхсм) о г2; (PxCes) 0 г2; ПОЛЮАОО; сатечея; сатечеая; 13621*; Зт7 кдшо; Pco; ПОЛЮАК0О; ПОЛА; 1364*; ф(Pхся) 0 га; , 3т7 ко; 3т7 ко; Псысе; Пкоыс; и(Пхсм) 0 г2; (Pхсs)0 г2; 13641*; ПОЛИНАКе; ДОЛИНАКеО; loa; lae; СОЛеаАЯ; arY; пире; .(Poc); (ocE); ПОЛИНА; Karep; СОMеаАЯ; СОМеаАЯ; АОЛИНА; 3ГYКM; (POcs); Псснокя; псoакя; ота; 3ГY14; 3ГYM; (POCEs); (PoCEas); о.та; 0.т2; CONE; ДОПИАКО; ДОЛИАКО; AALOp; llaia; llaig; 31Y; СОпНдААЯ; FPOE; RRPо; p.(PocEas); .(Pocs); (Pos)a.7a.; ПRA; ереяренке; Lareg; ерnее; сопдАаЯ; AОПИА; ΛОПИА; 3ГYКы; (PocLs)0. 73.; Pс0 3ГY1ры; пKса; 3ГYКры; p(PocLs)0.72.; p(PocLs)0.73.; 0I11",promo,discount_percent,нет,0,0,223,237,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет
track_00642,1E1 DTWN 001E1 0101E1,19.99,нет,0.00,10101010,нет,,,,"303""; OYT",promo,standard,нет,0,0,119,216,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет
track_00652,D21 75L .75L,751.75,нет,16.34,,нет,,,,нет,promo,standard,нет,0,0,154,250,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет
track_00661,Вино «рсплсное Вино «рсппеное Вино «рспленое пикерное АГДАМ,2793.41,нет,0.75,27441217063,16%,,,,"Вино «феплен; Вино феплонсе; ПИКеРНОСАГПАМ; Вино «реленсе; ПореРеер; ПaрenPe; ПортенРеоер; Igepoe; Mgep.; hoem; gem; ben; Gen; naepo Gen; Вино «рстленсе; Вино«рслонсе; пикериос; (A3p)0.751; (A3pn); (A3pn)0.751; A3pEna; АГПАМ; (Aр)0.75L; Партон Ресро; пикернос АГДАМ; ПикерносАГДАМ; cp6en; Портон Ресро; (A)0.751; icp Gen; ep6en; (Ap)0.75; (Apn)0.75L; Вино «рсппеное; Вино «рсплсное; Вино «рспленое; пикерное АГДАМ; пикерноеАГДАМ; Портиеи Резери; ПортиеииРезсрн; Портиейи Резсри; Выно «рсппсное; ореwи Резсри; Портисеи Рссрн; шержбел.; шдерж бел.; шшерх; шдерхбел.; шщерх бел.; (Арбзн) 0.75L; (Арбан) 0.75L; (Аерб3н) 0.75L; (А2ер63ан) 0.75L; ПеРнОеАГДАН; Вено «рсппсное; (Абн) 0.75L; Портиси Рсзсрн; пиернОеАГДАН; пиерное АГДАН; Портиси Резсри; Портиси Рсзсри; бел.; (Аербан) 0. 75L; TLET; I7LE7; шдер бел.; ILET; 0LE7; шщерх; (Ар6н) 0. 75L; Вино «репленое; Вино «реплсное; лиерное АГДАМ; ликерное АГДАМ; Портиейи Резерн; Портиейи Резери; Выно «реллснос; Поттисёи Резери; mepx6ел.; шnерx; шдерж 6ел; шдерх; 6en.; 6en; шыдерх бел; (Азерб3н) 0.75L; (А3ерб3н) 0.75L; (Азербзйан) 0.751; (Азербзйдан) 0.75L; литрноеАГДАН; Вено «реллснос; (А3ерб3ан) 0.75L; Портисии; пирноеАГДАН; Рexepu; mер×бел; (А30рб3н) 0.79L; 1O7 LE7; 7LET4; 107LE744; 07LE; mерx; mербеn.; бсл; (А3ербан) 0.79L; 107L274; 127L74; 107L24; 107L474; Вино «рсллсное; Вино «релленое; AGDAM; лИЖРНОеАГДАМ; лижрное; ликерноеАГДАМ; АГДАМ; лирное; Портиейи Резсрв; Портей; Портие; Pe3cpu; шыдержбел.; вьдерх; беn,; вьщерх; оьдерж; беn.; AGDAN; Вмно; (А3ербзан) 0.75L; (А3ерб3ан)0.75L; «реллсное; крсллсное; (A3ep63; aH); Внно; креллснос; (Азербзйан) 0.75L; Pescpu; Поттисён; АGДАN; лишрное; Портисйи; АГDАN; (Азербзйан)0.; 6еn.; 7SL; бсл,; вьдерж; 0TLC; (Азерб3йан)0.; 75L; бсл.; (Азсрбзйуан); . 75L; LAHL; Вино крепленое; Виио <реплсное; никерноеАГДАМ; Выно «реплснос; Портиейи Резсрн; Поттисни Резсри; шдерж 6ел.; шepж6ел.; шдерж6ел.; шдерх бсл.; (Азерб3йан) 0.75L; (A30р63йан); (Азербайдан) 0.75L; (Азербайан) 0.75L; лирноеАГДАН; Выно «рсплсное; 0.75L; (А3ерб3ан) 0.79L; Портисии Резсри; лишрноеАГДАМ; mep6еn.; 07 LEH; 0T L; шерx; (Азербайан) 0. 75L; (А3ерб3ан) 0. 75L; 0TLN; 07L0; 1TLCN; 107L",promo,discount_percent,нет,0,0,223,226,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет
track_00664,Алеритио SIBSA Алеритид SIBSA Саджу со вхусом AnepATMD SIBSA,219.99,нет,0.37,234303115073,14%,,,,АnерKtиa SIBSA; Anерtиn SIBSA; AnCDNTMD SIBSA; Caу сo сусоu; Cacay; Саоу со сусои; cO cyCou; гроипфрута д; греилфрута длх; Саожу со сусои; АAсДктиД; Аnсрктиа; 14%(PoCC)0.375L; (Pоссt); 0.J75L; СaSxy; Сaзжу со; ycou; сусou; 14%(PocC)0.J75L; попфрута алх; покпфрут; зву; алх; 14%(PocC) 0.375L; 14%(PocC) 0.J75L; Anepиtиo SIDSA; Aлepитиo SIDSA; Алepитио SIDSA; AnCPRTHD SIDSA; Саджу со вхусом; Саджу со вусом; грейпфрута алк.; Саджу со мусоц; 14% (РОССИЯ) 0. 375L; 14%(РОССИЯ) 0. 375L; 14%(PоССИЯ) 0. 375L; AnCpMTHD SIDSA; (Россия) о. 375L; Садку со мусом; Саджу со мусом; 14%(PоCC)0.375L; грейпфрута алх.; грейпфруто алк.; ооЗ; 14%(PоCC) 0.375L; CTUMM; CTUDM; CTUЖ; CTU>M; CTUX; сDть; L24; 0TAP0R; CDT; 0TAPOR; Aлepитиo SIBSA; Anepитиo SIDSA; Алeритио SIDSA; AnepMTHD SIDSA; Саджу со пусом; Садку со мусоц; AnеpMTиD; 14%(POCCm)0.375L; 14%(PoCCH9); 14%(POCCИM) 0.375L; Алеритио; 0.375L; Саду со мусоц; грсйпфруто алх.; Садеу со мусоц; грсйпфруто алк.; L2364; CTU34; 01AP0R; C2101; 014P0R; юитл; 01APR; Алеритио SIBSA; Алеритид SIBSA; AnepATMD SIBSA; грсипфрута ал; грсйпфрута алк.; грсипфрута алк.; 14%(PОCСИя) 0. 375L; 14% (РОCСИЯ) 0. 375L; 14%(POCCИя) 0.375L; 14%(POCCMM) 0.375L; 14%(РоCCMя) 0.375L; сош; гсйпфрута алк.; 14%(PоCCИя) 0.375L; Псйпфрута алк.; 14%(POCCMя)0.375L; 14%(POCCMя) 0.375L; Аnepитиo SIBSA; Алеритио SIDSA; AnepRTHD SIOSA; Саджусо виусом; грейпфрута ал.; грейпфрута ал..; Содусо виусом; AnepMTHD SIOSA; Аnepктио; 14%(РОССИЯ) 0.375L; 14%(POCСИЯ)0.375L; оссия) а. 375L; грсйпфрута алц.; Саду со вусом; Соджу со вусом; грейпфрута алц.; 14%(РоСCия) 0. 375L; C72; пАеОл; лаеал; NEARON,promo,discount_percent,нет,0,0,194,225,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет,нет
